,variable_code,label,concept,predicateType,group,attributes
11441,S0901_C01_009E,TOTAL!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!ASIAN,CHILDREN CHARACTERISTICS,float,S0901,"S0901_C01_009EA,S0901_C01_009M,S0901_C01_009MA"
11442,S1601_C03_014E,"PERCENT OF SPECIFIED LANGUAGE SPEAKERS!!SPEAK ENGLISH  LESS THAN ""VERY WELL""!!ESTIMATE!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!OTHER INDO-EUROPEAN LANGUAGES!!18-64 YEARS",LANGUAGE SPOKEN AT HOME,float,S1601,"S1601_C03_014EA,S1601_C03_014M,S1601_C03_014MA"
11443,S1002_C02_028E,PERCENT DISTRIBUTION OF GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN!!TOTAL!!ESTIMATE!!GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS IN HOUSEHOLDS!!PRESENCE OF PARENT(S) OF GRANDCHILDREN!!HOUSEHOLDER OR SPOUSE RESPONSIBLE FOR GRANDCHILDREN WITH NO PARENT OF GRANDCHILDREN PRESENT,GRANDPARENTS,float,S1002,"S1002_C02_028EA,S1002_C02_028M,S1002_C02_028MA"
11444,S2601A_C04_053E,NONINSTITUTIONALIZED GROUP QUARTERS POPULATION!!ESTIMATE!!DISABILITY STATUS!!POPULATION 65 YEARS AND OVER,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,int,S2601A,"S2601A_C04_053EA,S2601A_C04_053M,S2601A_C04_053MA"
11445,S0901_C01_008E,TOTAL!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!AMERICAN INDIAN AND ALASKA NATIVE,CHILDREN CHARACTERISTICS,float,S0901,"S0901_C01_008EA,S0901_C01_008M,S0901_C01_008MA"
11446,S1601_C03_013E,"PERCENT OF SPECIFIED LANGUAGE SPEAKERS!!SPEAK ENGLISH  LESS THAN ""VERY WELL""!!ESTIMATE!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!OTHER INDO-EUROPEAN LANGUAGES!!5-17 YEARS",LANGUAGE SPOKEN AT HOME,float,S1601,"S1601_C03_013EA,S1601_C03_013M,S1601_C03_013MA"
11447,S1002_C02_027E,PERCENT DISTRIBUTION OF GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN!!TOTAL!!ESTIMATE!!GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS IN HOUSEHOLDS,GRANDPARENTS,int,S1002,"S1002_C02_027EA,S1002_C02_027M,S1002_C02_027MA"
11448,S2601A_C04_054E,NONINSTITUTIONALIZED GROUP QUARTERS POPULATION!!ESTIMATE!!DISABILITY STATUS!!POPULATION 65 YEARS AND OVER!!WITH A DISABILITY,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,"S2601A_C04_054EA,S2601A_C04_054M,S2601A_C04_054MA"
11449,S0901_C01_007E,TOTAL!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!BLACK OR AFRICAN AMERICAN,CHILDREN CHARACTERISTICS,float,S0901,"S0901_C01_007EA,S0901_C01_007M,S0901_C01_007MA"
11450,S1601_C03_016E,"PERCENT OF SPECIFIED LANGUAGE SPEAKERS!!SPEAK ENGLISH  LESS THAN ""VERY WELL""!!ESTIMATE!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!ASIAN AND PACIFIC ISLAND LANGUAGES",LANGUAGE SPOKEN AT HOME,float,S1601,"S1601_C03_016EA,S1601_C03_016M,S1601_C03_016MA"
11451,S2601A_C04_051E,NONINSTITUTIONALIZED GROUP QUARTERS POPULATION!!ESTIMATE!!DISABILITY STATUS!!POPULATION 18 TO 64 YEARS!!WITH A DISABILITY,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,"S2601A_C04_051EA,S2601A_C04_051M,S2601A_C04_051MA"
11452,S0901_C01_006E,TOTAL!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!WHITE,CHILDREN CHARACTERISTICS,float,S0901,"S0901_C01_006EA,S0901_C01_006M,S0901_C01_006MA"
11453,S0501_C01_110E,TOTAL!!ESTIMATE!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!MARRIED-COUPLE FAMILY,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,"S0501_C01_110EA,S0501_C01_110M,S0501_C01_110MA"
11454,S1601_C03_015E,"PERCENT OF SPECIFIED LANGUAGE SPEAKERS!!SPEAK ENGLISH  LESS THAN ""VERY WELL""!!ESTIMATE!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!OTHER INDO-EUROPEAN LANGUAGES!!65 YEARS AND OVER",LANGUAGE SPOKEN AT HOME,float,S1601,"S1601_C03_015EA,S1601_C03_015M,S1601_C03_015MA"
11455,S1002_C02_029E,PERCENT DISTRIBUTION OF GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN!!TOTAL!!ESTIMATE!!UNITS IN STRUCTURE!!IN 1-UNIT STRUCTURES,GRANDPARENTS,float,S1002,"S1002_C02_029EA,S1002_C02_029M,S1002_C02_029MA"
11456,S2601A_C04_052E,NONINSTITUTIONALIZED GROUP QUARTERS POPULATION!!ESTIMATE!!DISABILITY STATUS!!POPULATION 18 TO 64 YEARS!!NO DISABILITY,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,"S2601A_C04_052EA,S2601A_C04_052M,S2601A_C04_052MA"
11457,S1601_C03_018E,"PERCENT OF SPECIFIED LANGUAGE SPEAKERS!!SPEAK ENGLISH  LESS THAN ""VERY WELL""!!ESTIMATE!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!ASIAN AND PACIFIC ISLAND LANGUAGES!!18-64 YEARS",LANGUAGE SPOKEN AT HOME,float,S1601,"S1601_C03_018EA,S1601_C03_018M,S1601_C03_018MA"
11458,S0505_C01_145E,TOTAL!!ESTIMATE!!RENTER-OCCUPIED HOUSING UNITS!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 PERCENT OR MORE,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,"S0505_C01_145EA,S0505_C01_145M,S0505_C01_145MA"
11459,S1701_C01_036E,TOTAL!!ESTIMATE!!ALL INDIVIDUALS BELOW!!150 PERCENT OF POVERTY LEVEL,POVERTY STATUS IN THE PAST 12 MONTHS,int,S1701,"S1701_C01_036EA,S1701_C01_036M,S1701_C01_036MA"
11460,S0701PR_C04_002E,MOVED; FROM THE U.S.!!ESTIMATE!!AGE!!1 TO 4 YEARS,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,float,S0701PR,"S0701PR_C04_002EA,S0701PR_C04_002M,S0701PR_C04_002MA"
11461,S0506_C01_001E,TOTAL!!ESTIMATE!!FOREIGN-BORN POPULATION,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,"S0506_C01_001EA,S0506_C01_001M,S0506_C01_001MA"
11462,S2601A_C04_057E,NONINSTITUTIONALIZED GROUP QUARTERS POPULATION!!ESTIMATE!!RESIDENCE 1 YEAR AGO!!POPULATION 1 YEAR AND OVER!!DIFFERENT ADDRESS IN THE U.S.,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,"S2601A_C04_057EA,S2601A_C04_057M,S2601A_C04_057MA"
11463,S1002_C02_024E,PERCENT DISTRIBUTION OF GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN!!TOTAL!!ESTIMATE!!POVERTY STATUS IN THE PAST 12 MONTHS!!GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS FOR WHOM POVERTY STATUS IS DETERMINED,GRANDPARENTS,int,S1002,"S1002_C02_024EA,S1002_C02_024M,S1002_C02_024MA"
11464,S2601A_C04_059E,NONINSTITUTIONALIZED GROUP QUARTERS POPULATION!!ESTIMATE!!RESIDENCE 1 YEAR AGO!!POPULATION 1 YEAR AND OVER!!DIFFERENT ADDRESS IN THE U.S.!!DIFFERENT COUNTY,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,"S2601A_C04_059EA,S2601A_C04_059M,S2601A_C04_059MA"
11465,S0506_C01_002E,TOTAL!!ESTIMATE!!CITIZENSHIP AND PERIOD OF ENTRY!!NATURALIZED CITIZEN,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C01_002EA,S0506_C01_002M,S0506_C01_002MA"
11466,S0802_C03_101E,"CAR, TRUCK, OR VAN -- CARPOOLED!!ESTIMATE!!PERCENT IMPUTED!!VEHICLES AVAILABLE",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,int,S0802,"S0802_C03_101EA,S0802_C03_101M,S0802_C03_101MA"
11467,S1601_C03_017E,"PERCENT OF SPECIFIED LANGUAGE SPEAKERS!!SPEAK ENGLISH  LESS THAN ""VERY WELL""!!ESTIMATE!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!ASIAN AND PACIFIC ISLAND LANGUAGES!!5-17 YEARS",LANGUAGE SPOKEN AT HOME,float,S1601,"S1601_C03_017EA,S1601_C03_017M,S1601_C03_017MA"
11468,S1701_C01_037E,TOTAL!!ESTIMATE!!ALL INDIVIDUALS BELOW!!185 PERCENT OF POVERTY LEVEL,POVERTY STATUS IN THE PAST 12 MONTHS,int,S1701,"S1701_C01_037EA,S1701_C01_037M,S1701_C01_037MA"
11469,S0702_C03_009E,REGION OF CURRENT RESIDENCE!!MIDWEST!!ESTIMATE!!MOVERS FROM ABROAD,MOVERS BETWEEN REGIONS,int,S0702,"S0702_C03_009EA,S0702_C03_009M,S0702_C03_009MA"
11470,S1002_C02_023E,PERCENT DISTRIBUTION OF GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN!!TOTAL!!ESTIMATE!!DISABILITY STATUS!!CIVILIAN GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS!!WITH ANY DISABILITY,GRANDPARENTS,float,S1002,"S1002_C02_023EA,S1002_C02_023M,S1002_C02_023MA"
11471,S0701PR_C04_001E,MOVED; FROM THE U.S.!!ESTIMATE!!POPULATION 1 YEAR AND OVER,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,float,S0701PR,"S0701PR_C04_001EA,S0701PR_C04_001M,S0701PR_C04_001MA"
11472,S2601A_C04_058E,NONINSTITUTIONALIZED GROUP QUARTERS POPULATION!!ESTIMATE!!RESIDENCE 1 YEAR AGO!!POPULATION 1 YEAR AND OVER!!DIFFERENT ADDRESS IN THE U.S.!!SAME COUNTY,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,"S2601A_C04_058EA,S2601A_C04_058M,S2601A_C04_058MA"
11473,S0506_C01_003E,TOTAL!!ESTIMATE!!CITIZENSHIP AND PERIOD OF ENTRY!!NATURALIZED CITIZEN!!ENTERED 2010 OR LATER,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C01_003EA,S0506_C01_003M,S0506_C01_003MA"
11474,S0802_C03_100E,"CAR, TRUCK, OR VAN -- CARPOOLED!!ESTIMATE!!PERCENT IMPUTED!!TRAVEL TIME TO WORK",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,int,S0802,"S0802_C03_100EA,S0802_C03_100M,S0802_C03_100MA"
11475,S1002_C02_026E,PERCENT DISTRIBUTION OF GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN!!TOTAL!!ESTIMATE!!POVERTY STATUS IN THE PAST 12 MONTHS!!GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS FOR WHOM POVERTY STATUS IS DETERMINED!!INCOME IN THE PAST 12 MONTHS AT OR ABOVE POVERTY LEVEL,GRANDPARENTS,float,S1002,"S1002_C02_026EA,S1002_C02_026M,S1002_C02_026MA"
11476,S1701_C01_038E,TOTAL!!ESTIMATE!!ALL INDIVIDUALS BELOW!!200 PERCENT OF POVERTY LEVEL,POVERTY STATUS IN THE PAST 12 MONTHS,int,S1701,"S1701_C01_038EA,S1701_C01_038M,S1701_C01_038MA"
11477,S0505_C01_143E,TOTAL!!ESTIMATE!!RENTER-OCCUPIED HOUSING UNITS,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,"S0505_C01_143EA,S0505_C01_143M,S0505_C01_143MA"
11478,S0701PR_C04_004E,MOVED; FROM THE U.S.!!ESTIMATE!!AGE!!18 TO 24 YEARS,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,float,S0701PR,"S0701PR_C04_004EA,S0701PR_C04_004M,S0701PR_C04_004MA"
11479,S2601A_C04_055E,NONINSTITUTIONALIZED GROUP QUARTERS POPULATION!!ESTIMATE!!RESIDENCE 1 YEAR AGO!!POPULATION 1 YEAR AND OVER,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,int,S2601A,"S2601A_C04_055EA,S2601A_C04_055M,S2601A_C04_055MA"
11480,S0506_C01_004E,TOTAL!!ESTIMATE!!CITIZENSHIP AND PERIOD OF ENTRY!!NATURALIZED CITIZEN!!ENTERED 2000 TO 2009,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C01_004EA,S0506_C01_004M,S0506_C01_004MA"
11481,S1701_C01_039E,TOTAL!!ESTIMATE!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED,POVERTY STATUS IN THE PAST 12 MONTHS,int,S1701,"S1701_C01_039EA,S1701_C01_039M,S1701_C01_039MA"
11482,S1002_C02_025E,PERCENT DISTRIBUTION OF GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN!!TOTAL!!ESTIMATE!!POVERTY STATUS IN THE PAST 12 MONTHS!!GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS FOR WHOM POVERTY STATUS IS DETERMINED!!INCOME IN THE PAST 12 MONTHS BELOW POVERTY LEVEL,GRANDPARENTS,float,S1002,"S1002_C02_025EA,S1002_C02_025M,S1002_C02_025MA"
11483,S1601_C03_019E,"PERCENT OF SPECIFIED LANGUAGE SPEAKERS!!SPEAK ENGLISH  LESS THAN ""VERY WELL""!!ESTIMATE!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!ASIAN AND PACIFIC ISLAND LANGUAGES!!65 YEARS AND OVER",LANGUAGE SPOKEN AT HOME,float,S1601,"S1601_C03_019EA,S1601_C03_019M,S1601_C03_019MA"
11484,S0505_C01_144E,TOTAL!!ESTIMATE!!RENTER-OCCUPIED HOUSING UNITS!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!LESS THAN 30 PERCENT,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,"S0505_C01_144EA,S0505_C01_144M,S0505_C01_144MA"
11485,S0701PR_C04_003E,MOVED; FROM THE U.S.!!ESTIMATE!!AGE!!5 TO 17 YEARS,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,float,S0701PR,"S0701PR_C04_003EA,S0701PR_C04_003M,S0701PR_C04_003MA"
11486,S2601A_C04_056E,NONINSTITUTIONALIZED GROUP QUARTERS POPULATION!!ESTIMATE!!RESIDENCE 1 YEAR AGO!!POPULATION 1 YEAR AND OVER!!SAME ADDRESS,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,"S2601A_C04_056EA,S2601A_C04_056M,S2601A_C04_056MA"
11487,S0502_C02_076E,FOREIGN BORN; ENTERED 2010 OR LATER!!ESTIMATE!!INDUSTRY!!CONSTRUCTION,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C02_076EA,S0502_C02_076M,S0502_C02_076MA"
11488,S0103_C02_019E,65 YEARS AND OVER!!ESTIMATE!!RELATIONSHIP!!POPULATION IN HOUSEHOLDS!!NONRELATIVES,POPULATION 65 YEARS AND OVER IN THE UNITED STATES,float,S0103,"S0103_C02_019EA,S0103_C02_019M,S0103_C02_019MA"
11489,S1701_C01_032E,TOTAL!!ESTIMATE!!WORK EXPERIENCE!!POPULATION 16 YEARS AND OVER!!WORKED PART-TIME OR PART-YEAR IN THE PAST 12 MONTHS,POVERTY STATUS IN THE PAST 12 MONTHS,int,S1701,"S1701_C01_032EA,S1701_C01_032M,S1701_C01_032MA"
11490,S1002_C02_020E,"PERCENT DISTRIBUTION OF GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN!!TOTAL!!ESTIMATE!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!SPEAK OTHER LANGUAGE!!SPEAK ENGLISH ""VERY WELL""",GRANDPARENTS,float,S1002,"S1002_C02_020EA,S1002_C02_020M,S1002_C02_020MA"
11491,S0502_C02_077E,FOREIGN BORN; ENTERED 2010 OR LATER!!ESTIMATE!!INDUSTRY!!MANUFACTURING,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C02_077EA,S0502_C02_077M,S0502_C02_077MA"
11492,S1701_C01_033E,TOTAL!!ESTIMATE!!WORK EXPERIENCE!!POPULATION 16 YEARS AND OVER!!DID NOT WORK,POVERTY STATUS IN THE PAST 12 MONTHS,int,S1701,"S1701_C01_033EA,S1701_C01_033M,S1701_C01_033MA"
11493,S0502_C02_078E,FOREIGN BORN; ENTERED 2010 OR LATER!!ESTIMATE!!INDUSTRY!!WHOLESALE TRADE,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C02_078EA,S0502_C02_078M,S0502_C02_078MA"
11494,S1701_C01_034E,TOTAL!!ESTIMATE!!ALL INDIVIDUALS BELOW!!50 PERCENT OF POVERTY LEVEL,POVERTY STATUS IN THE PAST 12 MONTHS,int,S1701,"S1701_C01_034EA,S1701_C01_034M,S1701_C01_034MA"
11495,S1002_C02_022E,PERCENT DISTRIBUTION OF GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN!!TOTAL!!ESTIMATE!!DISABILITY STATUS!!CIVILIAN GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS,GRANDPARENTS,int,S1002,"S1002_C02_022EA,S1002_C02_022M,S1002_C02_022MA"
11496,S0502_C02_079E,FOREIGN BORN; ENTERED 2010 OR LATER!!ESTIMATE!!INDUSTRY!!RETAIL TRADE,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C02_079EA,S0502_C02_079M,S0502_C02_079MA"
11497,S1701_C01_035E,TOTAL!!ESTIMATE!!ALL INDIVIDUALS BELOW!!125 PERCENT OF POVERTY LEVEL,POVERTY STATUS IN THE PAST 12 MONTHS,int,S1701,"S1701_C01_035EA,S1701_C01_035M,S1701_C01_035MA"
11498,S1002_C02_021E,"PERCENT DISTRIBUTION OF GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN!!TOTAL!!ESTIMATE!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!SPEAK OTHER LANGUAGE!!SPEAK ENGLISH LESS THAN ""VERY WELL""",GRANDPARENTS,float,S1002,"S1002_C02_021EA,S1002_C02_021M,S1002_C02_021MA"
11499,S0502_C02_072E,FOREIGN BORN; ENTERED 2010 OR LATER!!ESTIMATE!!OCCUPATION!!SALES AND OFFICE OCCUPATIONS,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C02_072EA,S0502_C02_072M,S0502_C02_072MA"
11500,S1601_C03_010E,"PERCENT OF SPECIFIED LANGUAGE SPEAKERS!!SPEAK ENGLISH  LESS THAN ""VERY WELL""!!ESTIMATE!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!SPANISH OR SPANISH CREOLE!!18-64 YEARS",LANGUAGE SPOKEN AT HOME,float,S1601,"S1601_C03_010EA,S1601_C03_010M,S1601_C03_010MA"
11501,S1201_C06_018E,NEVER MARRIED!!ESTIMATE!!POPULATION 15 YEARS AND OVER!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!WHITE,MARITAL STATUS,float,S1201,"S1201_C06_018EA,S1201_C06_018M,S1201_C06_018MA"
11502,S0502_C02_073E,"FOREIGN BORN; ENTERED 2010 OR LATER!!ESTIMATE!!OCCUPATION!!NATURAL RESOURCES, CONSTRUCTION, AND MAINTENANCE OCCUPATIONS",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C02_073EA,S0502_C02_073M,S0502_C02_073MA"
11503,S2601A_C04_050E,NONINSTITUTIONALIZED GROUP QUARTERS POPULATION!!ESTIMATE!!DISABILITY STATUS!!POPULATION 18 TO 64 YEARS,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,int,S2601A,"S2601A_C04_050EA,S2601A_C04_050M,S2601A_C04_050MA"
11504,S1201_C06_019E,NEVER MARRIED!!ESTIMATE!!POPULATION 15 YEARS AND OVER!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!BLACK OR AFRICAN AMERICAN,MARITAL STATUS,float,S1201,"S1201_C06_019EA,S1201_C06_019M,S1201_C06_019MA"
11505,S0502_C02_074E,"FOREIGN BORN; ENTERED 2010 OR LATER!!ESTIMATE!!OCCUPATION!!PRODUCTION, TRANSPORTATION, AND MATERIAL MOVING OCCUPATIONS",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C02_074EA,S0502_C02_074M,S0502_C02_074MA"
11506,S1601_C03_012E,"PERCENT OF SPECIFIED LANGUAGE SPEAKERS!!SPEAK ENGLISH  LESS THAN ""VERY WELL""!!ESTIMATE!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!OTHER INDO-EUROPEAN LANGUAGES",LANGUAGE SPOKEN AT HOME,float,S1601,"S1601_C03_012EA,S1601_C03_012M,S1601_C03_012MA"
11507,S1701_C01_030E,TOTAL!!ESTIMATE!!WORK EXPERIENCE!!POPULATION 16 YEARS AND OVER,POVERTY STATUS IN THE PAST 12 MONTHS,int,S1701,"S1701_C01_030EA,S1701_C01_030M,S1701_C01_030MA"
11508,S1601_C03_011E,"PERCENT OF SPECIFIED LANGUAGE SPEAKERS!!SPEAK ENGLISH  LESS THAN ""VERY WELL""!!ESTIMATE!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!SPANISH OR SPANISH CREOLE!!65 YEARS AND OVER",LANGUAGE SPOKEN AT HOME,float,S1601,"S1601_C03_011EA,S1601_C03_011M,S1601_C03_011MA"
11509,S0502_C02_075E,"FOREIGN BORN; ENTERED 2010 OR LATER!!ESTIMATE!!INDUSTRY!!AGRICULTURE, FORESTRY, FISHING AND HUNTING, AND MINING",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C02_075EA,S0502_C02_075M,S0502_C02_075MA"
11510,S1701_C01_031E,"TOTAL!!ESTIMATE!!WORK EXPERIENCE!!POPULATION 16 YEARS AND OVER!!WORKED FULL-TIME, YEAR-ROUND IN THE PAST 12 MONTHS",POVERTY STATUS IN THE PAST 12 MONTHS,int,S1701,"S1701_C01_031EA,S1701_C01_031M,S1701_C01_031MA"
11511,S1201_C06_026E,"NEVER MARRIED!!ESTIMATE!!WHITE ALONE, NOT HISPANIC OR LATINO",MARITAL STATUS,float,S1201,"S1201_C06_026EA,S1201_C06_026M,S1201_C06_026MA"
11512,S2002_C03_068E,MEDIAN EARNINGS (DOLLARS)!!FEMALE!!ESTIMATE!!PERCENT IMPUTED!!EARNINGS IN THE PAST 12 MONTHS,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,"S2002_C03_068EA,S2002_C03_068M,S2002_C03_068MA"
11513,S0702_C03_010E,REGION OF CURRENT RESIDENCE!!MIDWEST!!ESTIMATE!!PERCENT IMPUTED!!RESIDENCE 1 YEAR AGO,MOVERS BETWEEN REGIONS,int,S0702,"S0702_C03_010EA,S0702_C03_010M,S0702_C03_010MA"
11514,S0103_C02_023E,65 YEARS AND OVER!!ESTIMATE!!HOUSEHOLDS BY TYPE!!HOUSEHOLDS!!FAMILY HOUSEHOLDS!!MARRIED-COUPLE FAMILY,POPULATION 65 YEARS AND OVER IN THE UNITED STATES,float,S0103,"S0103_C02_023EA,S0103_C02_023M,S0103_C02_023MA"
11515,S0802_C01_035E,"TOTAL!!ESTIMATE!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!WORKERS 16 YEARS AND OVER WITH EARNINGS!!$65,000 TO $74,999",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,"S0802_C01_035EA,S0802_C01_035M,S0802_C01_035MA"
11516,S1201_C06_027E,NEVER MARRIED!!ESTIMATE!!NATIVITY!!NATIVE,MARITAL STATUS,float,S1201,"S1201_C06_027EA,S1201_C06_027M,S1201_C06_027MA"
11517,S2002_C03_069E,MEDIAN EARNINGS (DOLLARS)!!FEMALE!!ESTIMATE!!PERCENT IMPUTED!!RACE,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,"S2002_C03_069EA,S2002_C03_069M,S2002_C03_069MA"
11518,S0103_C02_024E,"65 YEARS AND OVER!!ESTIMATE!!HOUSEHOLDS BY TYPE!!HOUSEHOLDS!!FAMILY HOUSEHOLDS!!FEMALE HOUSEHOLDER, NO HUSBAND PRESENT, FAMILY",POPULATION 65 YEARS AND OVER IN THE UNITED STATES,float,S0103,"S0103_C02_024EA,S0103_C02_024M,S0103_C02_024MA"
11519,S0802_C01_034E,"TOTAL!!ESTIMATE!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!WORKERS 16 YEARS AND OVER WITH EARNINGS!!$50,000 TO $64,999",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,"S0802_C01_034EA,S0802_C01_034M,S0802_C01_034MA"
