,variable_code,label,concept,predicateType,group,limit,attributes,predicateOnly
10683,S2701_C03_016E,"Percent Uninsured!!Estimate!!White alone, not Hispanic or Latino",HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_016EA,S2701_C03_016M,S2701_C03_016MA",
10684,S2701_C03_015E,Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_015EA,S2701_C03_015M,S2701_C03_015MA",
10685,S2601A_C04_008E,Noninstitutionalized group quarters population!!Estimate!!35 to 44 years,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,0,"S2601A_C04_008EA,S2601A_C04_008M,S2601A_C04_008MA",
10686,S0501_C02_097E,Native!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income!!Mean cash public assistance income (dollars),SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C02_097EA,S0501_C02_097M,S0501_C02_097MA",
10687,S0505_C05_040E,Foreign born; Born in South Eastern Asia!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Widowed,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_040EA,S0505_C05_040M,S0505_C05_040MA",
10688,S0501_C04_107E,Foreign born; Naturalized citizen!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C04_107EA,S0501_C04_107M,S0501_C04_107MA",
10689,S2406_C02_005E,"Employee of private company workers!!Estimate!!Natural resources, construction, and maintenance occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,float,S2406,0,"S2406_C02_005EA,S2406_C02_005M,S2406_C02_005MA",
10690,S2701_C03_014E,Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Some other race alone,HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_014EA,S2701_C03_014M,S2701_C03_014MA",
10691,S0501_C02_098E,Native!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_098EA,S0501_C02_098M,S0501_C02_098MA",
10692,S2601A_C04_009E,Noninstitutionalized group quarters population!!Estimate!!45 to 54 years,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,0,"S2601A_C04_009EA,S2601A_C04_009M,S2601A_C04_009MA",
10693,S0505_C05_041E,Foreign born; Born in South Eastern Asia!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C05_041EA,S0505_C05_041M,S0505_C05_041MA",
10694,S0501_C04_106E,Foreign born; Naturalized citizen!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 200 percent of the poverty level,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C04_106EA,S0501_C04_106M,S0501_C04_106MA",
10695,S0801_C01_019E,Total!!Estimate!!Living in a place!!Worked in place of residence,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_019EA,S0801_C01_019M,S0801_C01_019MA",
10696,S2406_C02_006E,"Employee of private company workers!!Estimate!!Production, transportation, and material moving occupations",OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,float,S2406,0,"S2406_C02_006EA,S2406_C02_006M,S2406_C02_006MA",
10697,S0801_C01_014E,Total!!Estimate!!PLACE OF WORK!!Worked in state of residence,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_014EA,S0801_C01_014M,S0801_C01_014MA",
10698,S0501_C04_101E,Foreign born; Naturalized citizen!!Estimate!!Median Household income (dollars),SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_101EA,S0501_C04_101M,S0501_C04_101MA",
10699,S2302_C01_023E,Total!!Estimate!!Married-couple families!!Householder did not work in the past 12 months,EMPLOYMENT CHARACTERISTICS OF FAMILIES,float,S2302,0,"S2302_C01_023EA,S2302_C01_023M,S2302_C01_023MA",
10700,S2406_C02_007E,Employee of private company workers!!Estimate!!PERCENT IMPUTED!!Occupation,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2406,0,"S2406_C02_007EA,S2406_C02_007M,S2406_C02_007MA",
10701,S2408_C01_009E,Total!!Estimate!!Self-employed in own not incorporated business workers and unpaid family workers,CLASS OF WORKER BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2408,0,"S2408_C01_009EA,S2408_C01_009M,S2408_C01_009MA",
10702,S1301_C05_008E,Percent of women who had a birth in the past 12 months who were unmarried!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native,FERTILITY,float,S1301,0,"S1301_C05_008EA,S1301_C05_008M,S1301_C05_008MA",
10703,S0801_C01_013E,Total!!Estimate!!MEANS OF TRANSPORTATION TO WORK!!Worked at home,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_013EA,S0801_C01_013M,S0801_C01_013MA",
10704,S0501_C04_100E,Foreign born; Naturalized citizen!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With Food Stamp/SNAP benefits,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C04_100EA,S0501_C04_100M,S0501_C04_100MA",
10705,S2302_C01_024E,Total!!Estimate!!Married-couple families!!Householder did not work in the past 12 months!!Spouse did not work in the past 12 months,EMPLOYMENT CHARACTERISTICS OF FAMILIES,float,S2302,0,"S2302_C01_024EA,S2302_C01_024M,S2302_C01_024MA",
10706,S1301_C05_009E,Percent of women who had a birth in the past 12 months who were unmarried!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian,FERTILITY,float,S1301,0,"S1301_C05_009EA,S1301_C05_009M,S1301_C05_009MA",
10707,S2408_C01_008E,Total!!Estimate!!Federal government workers,CLASS OF WORKER BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2408,0,"S2408_C01_008EA,S2408_C01_008M,S2408_C01_008MA",
10708,S0501_C04_103E,Foreign born; Naturalized citizen!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_103EA,S0501_C04_103M,S0501_C04_103MA",
10709,S2701_C03_019E,Percent Uninsured!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born,HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_019EA,S2701_C03_019M,S2701_C03_019MA",
10710,S0801_C01_016E,Total!!Estimate!!PLACE OF WORK!!Worked in state of residence!!Worked outside county of residence,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_016EA,S0801_C01_016M,S0801_C01_016MA",
10711,S2408_C01_007E,Total!!Estimate!!State government workers,CLASS OF WORKER BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2408,0,"S2408_C01_007EA,S2408_C01_007M,S2408_C01_007MA",
10712,S0501_C04_102E,Foreign born; Naturalized citizen!!Estimate!!Average number of workers per household,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C04_102EA,S0501_C04_102M,S0501_C04_102MA",
10713,S2408_C01_006E,Total!!Estimate!!Local government workers,CLASS OF WORKER BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2408,0,"S2408_C01_006EA,S2408_C01_006M,S2408_C01_006MA",
10714,S0801_C01_015E,Total!!Estimate!!PLACE OF WORK!!Worked in state of residence!!Worked in county of residence,COMMUTING CHARACTERISTICS BY SEX,float,S0801,0,"S0801_C01_015EA,S0801_C01_015M,S0801_C01_015MA",
10715,S2701_C03_018E,Percent Uninsured!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Native born,HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_018EA,S2701_C03_018M,S2701_C03_018MA",
10716,S1301_C05_004E,Percent of women who had a birth in the past 12 months who were unmarried!!Estimate!!35 to 50 years,FERTILITY,float,S1301,0,"S1301_C05_004EA,S1301_C05_004M,S1301_C05_004MA",
10717,S2502_C03_001E,Renter-occupied housing units!!Estimate!!Occupied housing units,DEMOGRAPHIC CHARACTERISTICS FOR OCCUPIED HOUSING UNITS,int,S2502,0,"S2502_C03_001EA,S2502_C03_001M,S2502_C03_001MA",
10718,S0501_C02_091E,Native!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars),SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C02_091EA,S0501_C02_091M,S0501_C02_091MA",
10719,S0802_C04_001E,Public transportation (excluding taxicab)!!Estimate!!Workers 16 years and over,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,int,S0802,0,"S0802_C04_001EA,S0802_C04_001M,S0802_C04_001MA",
10720,S0101_C03_010E,Female!!Estimate!!AGE!!40 to 44 years,AGE AND SEX,float,S0101,0,"S0101_C03_010EA,S0101_C03_010M,S0101_C03_010MA",
10721,S2601A_C04_001E,Noninstitutionalized group quarters population!!Estimate!!Total population,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,int,S2601A,0,"S2601A_C04_001EA,S2601A_C04_001M,S2601A_C04_001MA",
10722,S1301_C05_005E,Percent of women who had a birth in the past 12 months who were unmarried!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race,FERTILITY,float,S1301,0,"S1301_C05_005EA,S1301_C05_005M,S1301_C05_005MA",
10723,S2502_C03_002E,Renter-occupied housing units!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!White,DEMOGRAPHIC CHARACTERISTICS FOR OCCUPIED HOUSING UNITS,float,S2502,0,"S2502_C03_002EA,S2502_C03_002M,S2502_C03_002MA",
10724,S0501_C02_092E,Native!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_092EA,S0501_C02_092M,S0501_C02_092MA",
10725,S2302_C01_020E,"Total!!Estimate!!Married-couple families!!Householder worked full-time, year-round in the past 12 months!!Spouse worked full-time, year-round in the past 12 months",EMPLOYMENT CHARACTERISTICS OF FAMILIES,float,S2302,0,"S2302_C01_020EA,S2302_C01_020M,S2302_C01_020MA",
10726,S0802_C04_002E,Public transportation (excluding taxicab)!!Estimate!!AGE!!16 to 19 years,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_002EA,S0802_C04_002M,S0802_C04_002MA",
10727,S0101_C03_011E,Female!!Estimate!!AGE!!45 to 49 years,AGE AND SEX,float,S0101,0,"S0101_C03_011EA,S0101_C03_011M,S0101_C03_011MA",
10728,S2601A_C04_002E,Noninstitutionalized group quarters population!!Estimate!!SEX AND AGE!!Male,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,0,"S2601A_C04_002EA,S2601A_C04_002M,S2601A_C04_002MA",
10729,S2302_C01_021E,Total!!Estimate!!Married-couple families!!Householder worked part-time or part-year in the past 12 months,EMPLOYMENT CHARACTERISTICS OF FAMILIES,float,S2302,0,"S2302_C01_021EA,S2302_C01_021M,S2302_C01_021MA",
10730,S0802_C04_003E,Public transportation (excluding taxicab)!!Estimate!!AGE!!20 to 24 years,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_003EA,S0802_C04_003M,S0802_C04_003MA",
10731,S1301_C05_006E,Percent of women who had a birth in the past 12 months who were unmarried!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,FERTILITY,float,S1301,0,"S1301_C05_006EA,S1301_C05_006M,S1301_C05_006MA",
10732,S0501_C02_090E,Native!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_090EA,S0501_C02_090M,S0501_C02_090MA",
10733,S0802_C04_004E,Public transportation (excluding taxicab)!!Estimate!!AGE!!25 to 44 years,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_004EA,S0802_C04_004M,S0802_C04_004MA",
10734,S2302_C01_022E,Total!!Estimate!!Married-couple families!!Householder worked part-time or part-year in the past 12 months!!Spouse worked part-time or part-year in the past 12 months,EMPLOYMENT CHARACTERISTICS OF FAMILIES,float,S2302,0,"S2302_C01_022EA,S2302_C01_022M,S2302_C01_022MA",
10735,S1301_C05_007E,Percent of women who had a birth in the past 12 months who were unmarried!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,FERTILITY,float,S1301,0,"S1301_C05_007EA,S1301_C05_007M,S1301_C05_007MA",
10736,S2601A_C04_006E,Noninstitutionalized group quarters population!!Estimate!!18 to 24 years,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,0,"S2601A_C04_006EA,S2601A_C04_006M,S2601A_C04_006MA",
10737,S2701_C03_013E,Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone,HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_013EA,S2701_C03_013M,S2701_C03_013MA",
10738,S2502_C03_005E,Renter-occupied housing units!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Asian,DEMOGRAPHIC CHARACTERISTICS FOR OCCUPIED HOUSING UNITS,float,S2502,0,"S2502_C03_005EA,S2502_C03_005M,S2502_C03_005MA",
10739,S0501_C02_095E,Native!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars),SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C02_095EA,S0501_C02_095M,S0501_C02_095MA",
10740,S0802_C04_005E,Public transportation (excluding taxicab)!!Estimate!!AGE!!45 to 54 years,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_005EA,S0802_C04_005M,S0802_C04_005MA",
10741,S0101_C03_014E,Female!!Estimate!!AGE!!60 to 64 years,AGE AND SEX,float,S0101,0,"S0101_C03_014EA,S0101_C03_014M,S0101_C03_014MA",
10742,S0501_C04_109E,Foreign born; Naturalized citizen!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children under 5 years only,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C04_109EA,S0501_C04_109M,S0501_C04_109MA",
10743,S2701_C03_012E,Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone,HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_012EA,S2701_C03_012M,S2701_C03_012MA",
10744,S2601A_C04_007E,Noninstitutionalized group quarters population!!Estimate!!25 to 34 years,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,0,"S2601A_C04_007EA,S2601A_C04_007M,S2601A_C04_007MA",
10745,S1301_C05_001E,Percent of women who had a birth in the past 12 months who were unmarried!!Estimate!!Women 15 to 50 years,FERTILITY,float,S1301,0,"S1301_C05_001EA,S1301_C05_001M,S1301_C05_001MA",
10746,S0501_C02_096E,Native!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_096EA,S0501_C02_096M,S0501_C02_096MA",
10747,S0802_C04_006E,Public transportation (excluding taxicab)!!Estimate!!AGE!!55 to 59 years,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_006EA,S0802_C04_006M,S0802_C04_006MA",
10748,S0101_C03_015E,Female!!Estimate!!AGE!!65 to 69 years,AGE AND SEX,float,S0101,0,"S0101_C03_015EA,S0101_C03_015M,S0101_C03_015MA",
10749,S0501_C04_108E,Foreign born; Naturalized citizen!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children under 18 years,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C04_108EA,S0501_C04_108M,S0501_C04_108MA",
10750,S2502_C03_006E,Renter-occupied housing units!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Native Hawaiian and Other Pacific Islander,DEMOGRAPHIC CHARACTERISTICS FOR OCCUPIED HOUSING UNITS,float,S2502,0,"S2502_C03_006EA,S2502_C03_006M,S2502_C03_006MA",
10751,S2601A_C04_004E,Noninstitutionalized group quarters population!!Estimate!!Under 15 years,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,0,"S2601A_C04_004EA,S2601A_C04_004M,S2601A_C04_004MA",
10752,S1301_C05_002E,Percent of women who had a birth in the past 12 months who were unmarried!!Estimate!!15 to 19 years,FERTILITY,float,S1301,0,"S1301_C05_002EA,S1301_C05_002M,S1301_C05_002MA",
10753,S2502_C03_003E,Renter-occupied housing units!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!Black or African American,DEMOGRAPHIC CHARACTERISTICS FOR OCCUPIED HOUSING UNITS,float,S2502,0,"S2502_C03_003EA,S2502_C03_003M,S2502_C03_003MA",
10754,S2701_C03_011E,Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone,HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_011EA,S2701_C03_011M,S2701_C03_011MA",
10755,S0501_C02_093E,Native!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income!!Mean Social Security income (dollars),SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C02_093EA,S0501_C02_093M,S0501_C02_093MA",
10756,S0802_C04_007E,Public transportation (excluding taxicab)!!Estimate!!AGE!!60 years and over,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_007EA,S0802_C04_007M,S0802_C04_007MA",
10757,S0101_C03_012E,Female!!Estimate!!AGE!!50 to 54 years,AGE AND SEX,float,S0101,0,"S0101_C03_012EA,S0101_C03_012M,S0101_C03_012MA",
10758,S1501_C01_021E,Total!!Estimate!!Population 35 to 44 years!!Bachelor's degree or higher,EDUCATIONAL ATTAINMENT,float,S1501,0,"S1501_C01_021EA,S1501_C01_021M,S1501_C01_021MA",
10759,S2601A_C04_003E,Noninstitutionalized group quarters population!!Estimate!!SEX AND AGE!!Female,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,0,"S2601A_C04_003EA,S2601A_C04_003M,S2601A_C04_003MA",
10760,S2601A_C04_005E,Noninstitutionalized group quarters population!!Estimate!!15 to 17 years,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,0,"S2601A_C04_005EA,S2601A_C04_005M,S2601A_C04_005MA",
10761,S1301_C05_003E,Percent of women who had a birth in the past 12 months who were unmarried!!Estimate!!20 to 34 years,FERTILITY,float,S1301,0,"S1301_C05_003EA,S1301_C05_003M,S1301_C05_003MA",
10762,S2701_C03_010E,Percent Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone,HEALTH INSURANCE COVERAGE STATUS,float,S2701,0,"S2701_C03_010EA,S2701_C03_010M,S2701_C03_010MA",
10763,S2502_C03_004E,Renter-occupied housing units!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race!!American Indian and Alaska Native,DEMOGRAPHIC CHARACTERISTICS FOR OCCUPIED HOUSING UNITS,float,S2502,0,"S2502_C03_004EA,S2502_C03_004M,S2502_C03_004MA",
10764,S0501_C02_094E,Native!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_094EA,S0501_C02_094M,S0501_C02_094MA",
10765,S0101_C03_013E,Female!!Estimate!!AGE!!55 to 59 years,AGE AND SEX,float,S0101,0,"S0101_C03_013EA,S0101_C03_013M,S0101_C03_013MA",
10766,S1501_C01_020E,Total!!Estimate!!Population 35 to 44 years!!High school graduate or higher,EDUCATIONAL ATTAINMENT,float,S1501,0,"S1501_C01_020EA,S1501_C01_020M,S1501_C01_020MA",
10767,S0802_C04_008E,Public transportation (excluding taxicab)!!Estimate!!Median age (years),MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_008EA,S0802_C04_008M,S0802_C04_008MA",
10768,S0804_C03_095E,"Car, truck, or van -- carpooled!!Estimate!!PERCENT IMPUTED!!Time arriving at work from home",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,int,S0804,0,"S0804_C03_095EA,S0804_C03_095M,S0804_C03_095MA",
10769,S0101_C03_006E,Female!!Estimate!!AGE!!20 to 24 years,AGE AND SEX,float,S0101,0,"S0101_C03_006EA,S0101_C03_006M,S0101_C03_006MA",
10770,S1501_C01_023E,Total!!Estimate!!Population 45 to 64 years!!High school graduate or higher,EDUCATIONAL ATTAINMENT,float,S1501,0,"S1501_C01_023EA,S1501_C01_023M,S1501_C01_023MA",
10771,S0804_C03_094E,"Car, truck, or van -- carpooled!!Estimate!!PERCENT IMPUTED!!Means of transportation to work",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,int,S0804,0,"S0804_C03_094EA,S0804_C03_094M,S0804_C03_094MA",
10772,S0101_C03_007E,Female!!Estimate!!AGE!!25 to 29 years,AGE AND SEX,float,S0101,0,"S0101_C03_007EA,S0101_C03_007M,S0101_C03_007MA",
10773,S1501_C01_022E,Total!!Estimate!!Population 45 to 64 years,EDUCATIONAL ATTAINMENT,int,S1501,0,"S1501_C01_022EA,S1501_C01_022M,S1501_C01_022MA",
10774,S0804_C03_093E,"Car, truck, or van -- carpooled!!Estimate!!VEHICLES AVAILABLE!!3 or more vehicles available",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,0,"S0804_C03_093EA,S0804_C03_093M,S0804_C03_093MA",
10775,S0101_C03_004E,Female!!Estimate!!AGE!!10 to 14 years,AGE AND SEX,float,S0101,0,"S0101_C03_004EA,S0101_C03_004M,S0101_C03_004MA",
10776,S1501_C01_025E,Total!!Estimate!!Population 65 years and over,EDUCATIONAL ATTAINMENT,int,S1501,0,"S1501_C01_025EA,S1501_C01_025M,S1501_C01_025MA",
10777,S0804_C03_092E,"Car, truck, or van -- carpooled!!Estimate!!VEHICLES AVAILABLE!!2 vehicles available",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,0,"S0804_C03_092EA,S0804_C03_092M,S0804_C03_092MA",
10778,S0101_C03_005E,Female!!Estimate!!AGE!!15 to 19 years,AGE AND SEX,float,S0101,0,"S0101_C03_005EA,S0101_C03_005M,S0101_C03_005MA",
10779,S1501_C01_024E,Total!!Estimate!!Population 45 to 64 years!!Bachelor's degree or higher,EDUCATIONAL ATTAINMENT,float,S1501,0,"S1501_C01_024EA,S1501_C01_024M,S1501_C01_024MA",
10780,S0804_C03_091E,"Car, truck, or van -- carpooled!!Estimate!!VEHICLES AVAILABLE!!1 vehicle available",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,0,"S0804_C03_091EA,S0804_C03_091M,S0804_C03_091MA",
10781,S1501_C01_027E,Total!!Estimate!!Population 65 years and over!!Bachelor's degree or higher,EDUCATIONAL ATTAINMENT,float,S1501,0,"S1501_C01_027EA,S1501_C01_027M,S1501_C01_027MA",
10782,S0506_C04_140E,Foreign born; Born in Other Central America!!Estimate!!Owner-occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,0,"S0506_C04_140EA,S0506_C04_140M,S0506_C04_140MA",
10783,S0804_C03_090E,"Car, truck, or van -- carpooled!!Estimate!!VEHICLES AVAILABLE!!No vehicle available",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,0,"S0804_C03_090EA,S0804_C03_090M,S0804_C03_090MA",
10784,S1501_C01_026E,Total!!Estimate!!Population 65 years and over!!High school graduate or higher,EDUCATIONAL ATTAINMENT,float,S1501,0,"S1501_C01_026EA,S1501_C01_026M,S1501_C01_026MA",
10785,S0506_C04_142E,Foreign born; Born in Other Central America!!Estimate!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C04_142EA,S0506_C04_142M,S0506_C04_142MA",
