,variable_code,label_14,label_19,label_same,label_14_diff,label_19_diff
3789,DP05_0021PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'SEX AND AGE', '65 YEARS AND OVER']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'SEX AND AGE', 'TOTAL POPULATION', '18 YEARS AND OVER']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'SEX AND AGE']",['65 YEARS AND OVER'],"['18 YEARS AND OVER', 'TOTAL POPULATION']"
3790,DP05_0055EA,"['ANNOTATION OF ESTIMATE', 'RACE', 'TWO OR MORE RACES', 'WHITE AND AMERICAN INDIAN AND ALASKA NATIVE']","['ANNOTATION OF ESTIMATE', 'RACE', 'TOTAL POPULATION', 'ONE RACE', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER', 'SAMOAN']","['RACE', 'ANNOTATION OF ESTIMATE']","['TWO OR MORE RACES', 'WHITE AND AMERICAN INDIAN AND ALASKA NATIVE']","['SAMOAN', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER', 'TOTAL POPULATION', 'ONE RACE']"
3791,DP05_0070PEA,"['ANNOTATION OF PERCENT', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'HISPANIC OR LATINO (OF ANY RACE)', 'OTHER HISPANIC OR LATINO']","['ANNOTATION OF PERCENT', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION']","['HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'ANNOTATION OF PERCENT']","['HISPANIC OR LATINO (OF ANY RACE)', 'OTHER HISPANIC OR LATINO']",[]
3792,DP05_0069PEA,"['ANNOTATION OF PERCENT', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'HISPANIC OR LATINO (OF ANY RACE)', 'CUBAN']","['ANNOTATION OF PERCENT', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'SOME OTHER RACE']","['TOTAL POPULATION', 'ANNOTATION OF PERCENT']","['HISPANIC OR LATINO AND RACE', 'CUBAN', 'HISPANIC OR LATINO (OF ANY RACE)']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'SOME OTHER RACE']"
3793,DP05_0033PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'RACE', 'ONE RACE', 'BLACK OR AFRICAN AMERICAN']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'RACE', 'TOTAL POPULATION']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'RACE']","['BLACK OR AFRICAN AMERICAN', 'ONE RACE']",['TOTAL POPULATION']
3794,DP05_0037PM,"['PERCENT MARGIN OF ERROR', 'RACE', 'ONE RACE', 'AMERICAN INDIAN AND ALASKA NATIVE', 'NAVAJO TRIBAL GROUPING']","['PERCENT MARGIN OF ERROR', 'RACE', 'TOTAL POPULATION', 'ONE RACE', 'WHITE']","['PERCENT MARGIN OF ERROR', 'RACE', 'ONE RACE']","['AMERICAN INDIAN AND ALASKA NATIVE', 'NAVAJO TRIBAL GROUPING']","['WHITE', 'TOTAL POPULATION']"
3795,DP05_0037PE,"['PERCENT', 'RACE', 'ONE RACE', 'AMERICAN INDIAN AND ALASKA NATIVE', 'NAVAJO TRIBAL GROUPING']","['PERCENT', 'RACE', 'TOTAL POPULATION', 'ONE RACE', 'WHITE']","['RACE', 'PERCENT', 'ONE RACE']","['AMERICAN INDIAN AND ALASKA NATIVE', 'NAVAJO TRIBAL GROUPING']","['WHITE', 'TOTAL POPULATION']"
3796,DP05_0024MA,"['ANNOTATION OF MARGIN OF ERROR', 'SEX AND AGE', '18 YEARS AND OVER', 'FEMALE']","['ANNOTATION OF MARGIN OF ERROR', 'SEX AND AGE', 'TOTAL POPULATION', '65 YEARS AND OVER']","['ANNOTATION OF MARGIN OF ERROR', 'SEX AND AGE']","['18 YEARS AND OVER', 'FEMALE']","['TOTAL POPULATION', '65 YEARS AND OVER']"
3797,DP05_0068M,"['MARGIN OF ERROR', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'HISPANIC OR LATINO (OF ANY RACE)', 'PUERTO RICAN']","['MARGIN OF ERROR', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER']","['TOTAL POPULATION', 'MARGIN OF ERROR']","['PUERTO RICAN', 'HISPANIC OR LATINO AND RACE', 'HISPANIC OR LATINO (OF ANY RACE)']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER']"
3798,DP05_0068E,"['ESTIMATE', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'HISPANIC OR LATINO (OF ANY RACE)', 'PUERTO RICAN']","['ESTIMATE', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER']","['ESTIMATE', 'TOTAL POPULATION']","['PUERTO RICAN', 'HISPANIC OR LATINO AND RACE', 'HISPANIC OR LATINO (OF ANY RACE)']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER']"
3799,DP05_0024PM,"['PERCENT MARGIN OF ERROR', 'SEX AND AGE', '18 YEARS AND OVER', 'FEMALE']","['PERCENT MARGIN OF ERROR', 'SEX AND AGE', 'TOTAL POPULATION', '65 YEARS AND OVER']","['PERCENT MARGIN OF ERROR', 'SEX AND AGE']","['18 YEARS AND OVER', 'FEMALE']","['TOTAL POPULATION', '65 YEARS AND OVER']"
3800,DP05_0011MA,"['ANNOTATION OF MARGIN OF ERROR', 'SEX AND AGE', '45 TO 54 YEARS']","['ANNOTATION OF MARGIN OF ERROR', 'SEX AND AGE', 'TOTAL POPULATION', '35 TO 44 YEARS']","['ANNOTATION OF MARGIN OF ERROR', 'SEX AND AGE']",['45 TO 54 YEARS'],"['35 TO 44 YEARS', 'TOTAL POPULATION']"
3801,DP05_0024PE,"['PERCENT', 'SEX AND AGE', '18 YEARS AND OVER', 'FEMALE']","['PERCENT', 'SEX AND AGE', 'TOTAL POPULATION', '65 YEARS AND OVER']","['SEX AND AGE', 'PERCENT']","['18 YEARS AND OVER', 'FEMALE']","['TOTAL POPULATION', '65 YEARS AND OVER']"
3802,DP05_0069M,"['MARGIN OF ERROR', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'HISPANIC OR LATINO (OF ANY RACE)', 'CUBAN']","['MARGIN OF ERROR', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'SOME OTHER RACE']","['TOTAL POPULATION', 'MARGIN OF ERROR']","['HISPANIC OR LATINO AND RACE', 'CUBAN', 'HISPANIC OR LATINO (OF ANY RACE)']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'SOME OTHER RACE']"
3803,DP05_0069E,"['ESTIMATE', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'HISPANIC OR LATINO (OF ANY RACE)', 'CUBAN']","['ESTIMATE', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'SOME OTHER RACE']","['ESTIMATE', 'TOTAL POPULATION']","['HISPANIC OR LATINO AND RACE', 'CUBAN', 'HISPANIC OR LATINO (OF ANY RACE)']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'SOME OTHER RACE']"
3804,DP05_0042EA,"['ANNOTATION OF ESTIMATE', 'RACE', 'ONE RACE', 'ASIAN', 'FILIPINO']","['ANNOTATION OF ESTIMATE', 'RACE', 'TOTAL POPULATION', 'ONE RACE', 'AMERICAN INDIAN AND ALASKA NATIVE', 'NAVAJO TRIBAL GROUPING']","['RACE', 'ANNOTATION OF ESTIMATE', 'ONE RACE']","['ASIAN', 'FILIPINO']","['AMERICAN INDIAN AND ALASKA NATIVE', 'NAVAJO TRIBAL GROUPING', 'TOTAL POPULATION']"
3805,DP05_0068MA,"['ANNOTATION OF MARGIN OF ERROR', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'HISPANIC OR LATINO (OF ANY RACE)', 'PUERTO RICAN']","['ANNOTATION OF MARGIN OF ERROR', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER']","['ANNOTATION OF MARGIN OF ERROR', 'TOTAL POPULATION']","['PUERTO RICAN', 'HISPANIC OR LATINO AND RACE', 'HISPANIC OR LATINO (OF ANY RACE)']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER']"
3806,DP05_0064E,"['ESTIMATE', 'RACE', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'SOME OTHER RACE']","['ESTIMATE', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'WHITE']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'ESTIMATE', 'TOTAL POPULATION']","['SOME OTHER RACE', 'RACE']",['WHITE']
3807,DP05_0021PEA,"['ANNOTATION OF PERCENT', 'SEX AND AGE', '65 YEARS AND OVER']","['ANNOTATION OF PERCENT', 'SEX AND AGE', 'TOTAL POPULATION', '18 YEARS AND OVER']","['SEX AND AGE', 'ANNOTATION OF PERCENT']",['65 YEARS AND OVER'],"['18 YEARS AND OVER', 'TOTAL POPULATION']"
3808,DP05_0068PM,"['PERCENT MARGIN OF ERROR', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'HISPANIC OR LATINO (OF ANY RACE)', 'PUERTO RICAN']","['PERCENT MARGIN OF ERROR', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER']","['PERCENT MARGIN OF ERROR', 'TOTAL POPULATION']","['PUERTO RICAN', 'HISPANIC OR LATINO AND RACE', 'HISPANIC OR LATINO (OF ANY RACE)']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER']"
3809,DP05_0055MA,"['ANNOTATION OF MARGIN OF ERROR', 'RACE', 'TWO OR MORE RACES', 'WHITE AND AMERICAN INDIAN AND ALASKA NATIVE']","['ANNOTATION OF MARGIN OF ERROR', 'RACE', 'TOTAL POPULATION', 'ONE RACE', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER', 'SAMOAN']","['ANNOTATION OF MARGIN OF ERROR', 'RACE']","['TWO OR MORE RACES', 'WHITE AND AMERICAN INDIAN AND ALASKA NATIVE']","['SAMOAN', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER', 'TOTAL POPULATION', 'ONE RACE']"
3810,DP05_0068PE,"['PERCENT', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'HISPANIC OR LATINO (OF ANY RACE)', 'PUERTO RICAN']","['PERCENT', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER']","['PERCENT', 'TOTAL POPULATION']","['PUERTO RICAN', 'HISPANIC OR LATINO AND RACE', 'HISPANIC OR LATINO (OF ANY RACE)']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER']"
3811,DP05_0063M,"['MARGIN OF ERROR', 'RACE', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER']","['MARGIN OF ERROR', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'MARGIN OF ERROR']","['NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER', 'RACE']",[]
3812,DP05_0065E,"['ESTIMATE', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION']","['ESTIMATE', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'BLACK OR AFRICAN AMERICAN']","['ESTIMATE', 'TOTAL POPULATION']",['HISPANIC OR LATINO AND RACE'],"['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'BLACK OR AFRICAN AMERICAN']"
3813,DP05_0011PM,"['PERCENT MARGIN OF ERROR', 'SEX AND AGE', '45 TO 54 YEARS']","['PERCENT MARGIN OF ERROR', 'SEX AND AGE', 'TOTAL POPULATION', '35 TO 44 YEARS']","['PERCENT MARGIN OF ERROR', 'SEX AND AGE']",['45 TO 54 YEARS'],"['35 TO 44 YEARS', 'TOTAL POPULATION']"
3814,DP05_0011PE,"['PERCENT', 'SEX AND AGE', '45 TO 54 YEARS']","['PERCENT', 'SEX AND AGE', 'TOTAL POPULATION', '35 TO 44 YEARS']","['SEX AND AGE', 'PERCENT']",['45 TO 54 YEARS'],"['35 TO 44 YEARS', 'TOTAL POPULATION']"
3815,DP05_0064M,"['MARGIN OF ERROR', 'RACE', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'SOME OTHER RACE']","['MARGIN OF ERROR', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'WHITE']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'MARGIN OF ERROR']","['SOME OTHER RACE', 'RACE']",['WHITE']
3816,DP05_0066M,"['MARGIN OF ERROR', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'HISPANIC OR LATINO (OF ANY RACE)']","['MARGIN OF ERROR', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'AMERICAN INDIAN AND ALASKA NATIVE']","['TOTAL POPULATION', 'MARGIN OF ERROR']","['HISPANIC OR LATINO AND RACE', 'HISPANIC OR LATINO (OF ANY RACE)']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'AMERICAN INDIAN AND ALASKA NATIVE']"
3817,DP05_0066E,"['ESTIMATE', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'HISPANIC OR LATINO (OF ANY RACE)']","['ESTIMATE', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'AMERICAN INDIAN AND ALASKA NATIVE']","['ESTIMATE', 'TOTAL POPULATION']","['HISPANIC OR LATINO AND RACE', 'HISPANIC OR LATINO (OF ANY RACE)']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'AMERICAN INDIAN AND ALASKA NATIVE']"
3818,DP05_0073EA,"['ANNOTATION OF ESTIMATE', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'NOT HISPANIC OR LATINO', 'BLACK OR AFRICAN AMERICAN ALONE']","['ANNOTATION OF ESTIMATE', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'HISPANIC OR LATINO (OF ANY RACE)', 'PUERTO RICAN']","['HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'ANNOTATION OF ESTIMATE']","['NOT HISPANIC OR LATINO', 'BLACK OR AFRICAN AMERICAN ALONE']","['PUERTO RICAN', 'HISPANIC OR LATINO (OF ANY RACE)']"
3819,DP05_0065M,"['MARGIN OF ERROR', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION']","['MARGIN OF ERROR', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'BLACK OR AFRICAN AMERICAN']","['TOTAL POPULATION', 'MARGIN OF ERROR']",['HISPANIC OR LATINO AND RACE'],"['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'BLACK OR AFRICAN AMERICAN']"
3820,DP05_0067M,"['MARGIN OF ERROR', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'HISPANIC OR LATINO (OF ANY RACE)', 'MEXICAN']","['MARGIN OF ERROR', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'ASIAN']","['TOTAL POPULATION', 'MARGIN OF ERROR']","['HISPANIC OR LATINO AND RACE', 'HISPANIC OR LATINO (OF ANY RACE)', 'MEXICAN']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'ASIAN']"
3821,DP05_0067E,"['ESTIMATE', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'HISPANIC OR LATINO (OF ANY RACE)', 'MEXICAN']","['ESTIMATE', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'ASIAN']","['ESTIMATE', 'TOTAL POPULATION']","['HISPANIC OR LATINO AND RACE', 'HISPANIC OR LATINO (OF ANY RACE)', 'MEXICAN']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'ASIAN']"
3822,DP05_0033PEA,"['ANNOTATION OF PERCENT', 'RACE', 'ONE RACE', 'BLACK OR AFRICAN AMERICAN']","['ANNOTATION OF PERCENT', 'RACE', 'TOTAL POPULATION']","['RACE', 'ANNOTATION OF PERCENT']","['BLACK OR AFRICAN AMERICAN', 'ONE RACE']",['TOTAL POPULATION']
3823,DP05_0048PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'RACE', 'ONE RACE', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER', 'NATIVE HAWAIIAN']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'RACE', 'TOTAL POPULATION', 'ONE RACE', 'ASIAN', 'JAPANESE']","['ONE RACE', 'ANNOTATION OF PERCENT MARGIN OF ERROR', 'RACE']","['NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER', 'NATIVE HAWAIIAN']","['JAPANESE', 'ASIAN', 'TOTAL POPULATION']"
3824,DP05_0060E,"['ESTIMATE', 'RACE', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'BLACK OR AFRICAN AMERICAN']","['ESTIMATE', 'RACE', 'TOTAL POPULATION', 'TWO OR MORE RACES', 'WHITE AND AMERICAN INDIAN AND ALASKA NATIVE']","['ESTIMATE', 'RACE', 'TOTAL POPULATION']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'BLACK OR AFRICAN AMERICAN']","['TWO OR MORE RACES', 'WHITE AND AMERICAN INDIAN AND ALASKA NATIVE']"
3825,DP05_0061E,"['ESTIMATE', 'RACE', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'AMERICAN INDIAN AND ALASKA NATIVE']","['ESTIMATE', 'RACE', 'TOTAL POPULATION', 'TWO OR MORE RACES', 'WHITE AND ASIAN']","['ESTIMATE', 'RACE', 'TOTAL POPULATION']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'AMERICAN INDIAN AND ALASKA NATIVE']","['WHITE AND ASIAN', 'TWO OR MORE RACES']"
3826,DP05_0055PM,"['PERCENT MARGIN OF ERROR', 'RACE', 'TWO OR MORE RACES', 'WHITE AND AMERICAN INDIAN AND ALASKA NATIVE']","['PERCENT MARGIN OF ERROR', 'RACE', 'TOTAL POPULATION', 'ONE RACE', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER', 'SAMOAN']","['PERCENT MARGIN OF ERROR', 'RACE']","['TWO OR MORE RACES', 'WHITE AND AMERICAN INDIAN AND ALASKA NATIVE']","['SAMOAN', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER', 'TOTAL POPULATION', 'ONE RACE']"
3827,DP05_0055PE,"['PERCENT', 'RACE', 'TWO OR MORE RACES', 'WHITE AND AMERICAN INDIAN AND ALASKA NATIVE']","['PERCENT', 'RACE', 'TOTAL POPULATION', 'ONE RACE', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER', 'SAMOAN']","['RACE', 'PERCENT']","['TWO OR MORE RACES', 'WHITE AND AMERICAN INDIAN AND ALASKA NATIVE']","['SAMOAN', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER', 'TOTAL POPULATION', 'ONE RACE']"
3828,DP05_0060M,"['MARGIN OF ERROR', 'RACE', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'BLACK OR AFRICAN AMERICAN']","['MARGIN OF ERROR', 'RACE', 'TOTAL POPULATION', 'TWO OR MORE RACES', 'WHITE AND AMERICAN INDIAN AND ALASKA NATIVE']","['RACE', 'TOTAL POPULATION', 'MARGIN OF ERROR']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'BLACK OR AFRICAN AMERICAN']","['TWO OR MORE RACES', 'WHITE AND AMERICAN INDIAN AND ALASKA NATIVE']"
3829,DP05_0042MA,"['ANNOTATION OF MARGIN OF ERROR', 'RACE', 'ONE RACE', 'ASIAN', 'FILIPINO']","['ANNOTATION OF MARGIN OF ERROR', 'RACE', 'TOTAL POPULATION', 'ONE RACE', 'AMERICAN INDIAN AND ALASKA NATIVE', 'NAVAJO TRIBAL GROUPING']","['ONE RACE', 'ANNOTATION OF MARGIN OF ERROR', 'RACE']","['ASIAN', 'FILIPINO']","['AMERICAN INDIAN AND ALASKA NATIVE', 'NAVAJO TRIBAL GROUPING', 'TOTAL POPULATION']"
3830,DP05_0062E,"['ESTIMATE', 'RACE', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'ASIAN']","['ESTIMATE', 'RACE', 'TOTAL POPULATION', 'TWO OR MORE RACES', 'BLACK OR AFRICAN AMERICAN AND AMERICAN INDIAN AND ALASKA NATIVE']","['ESTIMATE', 'RACE', 'TOTAL POPULATION']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'ASIAN']","['TWO OR MORE RACES', 'BLACK OR AFRICAN AMERICAN AND AMERICAN INDIAN AND ALASKA NATIVE']"
3831,DP05_0042PM,"['PERCENT MARGIN OF ERROR', 'RACE', 'ONE RACE', 'ASIAN', 'FILIPINO']","['PERCENT MARGIN OF ERROR', 'RACE', 'TOTAL POPULATION', 'ONE RACE', 'AMERICAN INDIAN AND ALASKA NATIVE', 'NAVAJO TRIBAL GROUPING']","['PERCENT MARGIN OF ERROR', 'RACE', 'ONE RACE']","['ASIAN', 'FILIPINO']","['AMERICAN INDIAN AND ALASKA NATIVE', 'NAVAJO TRIBAL GROUPING', 'TOTAL POPULATION']"
3832,DP05_0061M,"['MARGIN OF ERROR', 'RACE', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'AMERICAN INDIAN AND ALASKA NATIVE']","['MARGIN OF ERROR', 'RACE', 'TOTAL POPULATION', 'TWO OR MORE RACES', 'WHITE AND ASIAN']","['RACE', 'TOTAL POPULATION', 'MARGIN OF ERROR']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'AMERICAN INDIAN AND ALASKA NATIVE']","['WHITE AND ASIAN', 'TWO OR MORE RACES']"
3833,DP05_0042PE,"['PERCENT', 'RACE', 'ONE RACE', 'ASIAN', 'FILIPINO']","['PERCENT', 'RACE', 'TOTAL POPULATION', 'ONE RACE', 'AMERICAN INDIAN AND ALASKA NATIVE', 'NAVAJO TRIBAL GROUPING']","['RACE', 'PERCENT', 'ONE RACE']","['ASIAN', 'FILIPINO']","['AMERICAN INDIAN AND ALASKA NATIVE', 'NAVAJO TRIBAL GROUPING', 'TOTAL POPULATION']"
3834,DP05_0063E,"['ESTIMATE', 'RACE', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER']","['ESTIMATE', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'ESTIMATE', 'TOTAL POPULATION']","['NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER', 'RACE']",[]
3835,DP05_0007EA,"['ANNOTATION OF ESTIMATE', 'SEX AND AGE', '15 TO 19 YEARS']","['ANNOTATION OF ESTIMATE', 'SEX AND AGE', 'TOTAL POPULATION', '10 TO 14 YEARS']","['SEX AND AGE', 'ANNOTATION OF ESTIMATE']",['15 TO 19 YEARS'],"['10 TO 14 YEARS', 'TOTAL POPULATION']"
3836,DP05_0060EA,"['ANNOTATION OF ESTIMATE', 'RACE', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'BLACK OR AFRICAN AMERICAN']","['ANNOTATION OF ESTIMATE', 'RACE', 'TOTAL POPULATION', 'TWO OR MORE RACES', 'WHITE AND AMERICAN INDIAN AND ALASKA NATIVE']","['TOTAL POPULATION', 'RACE', 'ANNOTATION OF ESTIMATE']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'BLACK OR AFRICAN AMERICAN']","['TWO OR MORE RACES', 'WHITE AND AMERICAN INDIAN AND ALASKA NATIVE']"
3837,DP05_0062M,"['MARGIN OF ERROR', 'RACE', 'RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'TOTAL POPULATION', 'ASIAN']","['MARGIN OF ERROR', 'RACE', 'TOTAL POPULATION', 'TWO OR MORE RACES', 'BLACK OR AFRICAN AMERICAN AND AMERICAN INDIAN AND ALASKA NATIVE']","['RACE', 'TOTAL POPULATION', 'MARGIN OF ERROR']","['RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES', 'ASIAN']","['TWO OR MORE RACES', 'BLACK OR AFRICAN AMERICAN AND AMERICAN INDIAN AND ALASKA NATIVE']"
3838,DP05_0073PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'NOT HISPANIC OR LATINO', 'BLACK OR AFRICAN AMERICAN ALONE']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'HISPANIC OR LATINO AND RACE', 'TOTAL POPULATION', 'HISPANIC OR LATINO (OF ANY RACE)', 'PUERTO RICAN']","['HISPANIC OR LATINO AND RACE', 'ANNOTATION OF PERCENT MARGIN OF ERROR', 'TOTAL POPULATION']","['NOT HISPANIC OR LATINO', 'BLACK OR AFRICAN AMERICAN ALONE']","['PUERTO RICAN', 'HISPANIC OR LATINO (OF ANY RACE)']"
3839,DP05_0008PEA,"['ANNOTATION OF PERCENT', 'SEX AND AGE', '20 TO 24 YEARS']","['ANNOTATION OF PERCENT', 'SEX AND AGE', 'TOTAL POPULATION', '15 TO 19 YEARS']","['SEX AND AGE', 'ANNOTATION OF PERCENT']",['20 TO 24 YEARS'],"['15 TO 19 YEARS', 'TOTAL POPULATION']"
